sheet_row,company_name,url,contact_url,proposal_class,previous_comment,group,decision,comment,adopted,client_hits,service_hits,recurring_hits,negative_hits,form_ok,official_status,contact_status,evidence_urls,prior_classification
381,株式会社VETICAL,https://www.miniique.com/,https://www.miniique.com/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院向けクラウド電子カルテ・経営管理,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://www.miniique.com/｜監査日=2026-08-12,no,動物病院,,,,no,200,200,https://www.miniique.com/,review_insufficient_evidence
382,株式会社ベッツソリューション,https://www.plus-petorelu.jp/,https://www.plus-petorelu.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院向けクラウド診療・予約管理,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=クリニック / 動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.plus-petorelu.jp/ ; https://www.plus-petorelu.jp/price/｜監査日=2026-08-12,yes,クリニック / 動物病院,,,,yes,200,200,https://www.plus-petorelu.jp/ / https://www.plus-petorelu.jp/price/,review_insufficient_evidence
383,株式会社メディカルフォレスト,https://www.medicalforest.co.jp/,https://www.medicalforest.co.jp/contact_temp.html,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院向け予約・Web問診システム,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=https://www.medicalforest.co.jp/ ; https://www.medicalforest.co.jp/company.html｜監査日=2026-08-12,no,,,,saas,yes,200,200,https://www.medicalforest.co.jp/ / https://www.medicalforest.co.jp/company.html,likely_not_partner
384,株式会社ファニメディック,https://anikar-vet-sys.com/,https://anikar-vet-sys.com/lp/contact,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院・サロン向け予約システム,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=サロン / ホテル / 動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記あり：月額費用・更新｜窓口=実フォーム確認｜根拠URL=https://anikar-vet-sys.com/lp ; https://anikar-vet-sys.com/lp#price｜監査日=2026-08-12,no,サロン / ホテル / 動物病院,,月額費用・更新,予約システム,yes,200,200,https://anikar-vet-sys.com/lp / https://anikar-vet-sys.com/lp#price,likely_not_partner
385,株式会社PetVoice,https://petvoice.co.jp/,https://www.petvoice.co.jp/#cont11,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：ペット事業者向けDX・顧客接点支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.petvoice.co.jp/ ; https://www.petvoice.co.jp/company/｜監査日=2026-08-12,yes,動物病院,,,,yes,200,200,https://www.petvoice.co.jp/ / https://www.petvoice.co.jp/company/,review_insufficient_evidence
386,株式会社QIX,https://www.qix.co.jp/,https://www.qix.co.jp/inquiry/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院・ペットサロン向け経営・教育支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=サロン / 動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記あり：運営支援｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.qix.co.jp/ ; https://www.qix.co.jp/company_information/ ; https://www.qix.co.jp/member/about.php｜監査日=2026-08-12,yes,サロン / 動物病院,,運営支援,,yes,200,200,https://www.qix.co.jp/ / https://www.qix.co.jp/company_information/ / https://www.qix.co.jp/member/about.php,review_insufficient_evidence
387,株式会社エデュワードプレス,https://eduward.jp/,https://eduward.jp/contact,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：獣医療専門教育・メディア支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=歯科 / サロン / 動物病院 / ペットサロン｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://eduward.jp/ ; https://eduward.jp/about ; https://eduward.jp/support｜監査日=2026-08-12,yes,歯科 / サロン / 動物病院 / ペットサロン,,,,yes,200,200,https://eduward.jp/ / https://eduward.jp/about / https://eduward.jp/support / https://eduward.jp/outline,review_insufficient_evidence
388,株式会社緑書房,https://www.midorishobo.co.jp/,https://www.midorishobo.co.jp/info/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：獣医療・ペット業界専門媒体,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.midorishobo.co.jp/ ; https://www.midorishobo.co.jp/hpgen/HPB/shop/business.html｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.midorishobo.co.jp/ / https://www.midorishobo.co.jp/hpgen/HPB/shop/business.html,review_insufficient_evidence
389,株式会社ペットライフ社,https://petlife.co.jp/,https://petlife.co.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：ペット業界専門媒体・販促支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=店舗 / クリニック / 歯科 / ホテル / 動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://petlife.co.jp/ ; https://petlife.co.jp/about-us/ ; https://petlife.co.jp/services/｜監査日=2026-08-12,yes,店舗 / クリニック / 歯科 / ホテル / 動物病院,,,,yes,200,200,https://petlife.co.jp/ / https://petlife.co.jp/about-us/ / https://petlife.co.jp/services/,review_insufficient_evidence
390,株式会社ファーストブリッジ,https://firstbridge.co.jp/,https://firstbridge.co.jp/#send,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：ペットサロン・ショップ向け業務システム支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】上場・大手・既知除外の監査区分・実在する問い合わせフォーム未確認｜【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://www.firstbridge.co.jp/ ; https://www.firstbridge.co.jp/company/ ; https://www.firstbridge.co.jp/｜監査日=2026-08-12,no,,,,,no,200,200,https://www.firstbridge.co.jp/ / https://www.firstbridge.co.jp/company/ / https://www.firstbridge.co.jp/,exclude_high_scale
391,株式会社ユニコン,https://www.unicon.co.jp/,https://www.unicon.co.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院向け業務システム・開業支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.unicon.co.jp/ ; https://www.unicon.co.jp/company/ ; https://www.unicon.co.jp/company/philosophy/｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.unicon.co.jp/ / https://www.unicon.co.jp/company/ / https://www.unicon.co.jp/company/philosophy/,review_insufficient_evidence
392,株式会社オフィスDB,https://officedb.jp/,https://officedb.jp/contact.html,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院専門建築・Web・ブランディング支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=動物病院｜受託=広告代理 / ブランディング｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://officedb.jp/ ; https://officedb.jp/works/index.html ; https://officedb.jp/about.html｜監査日=2026-08-12,no,動物病院,広告代理 / ブランディング,,,no,200,404,https://officedb.jp/ / https://officedb.jp/works/index.html / https://officedb.jp/about.html,review_weak_hub
393,株式会社ネコアイ,https://www.necoi.jp/,https://www.necoi.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院・ペット共生施設の企画設計支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】実在する問い合わせフォーム未確認・SaaS・設備・商材等が中心｜【確認事実】顧客=ホテル / 動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://www.necoi.jp/ ; https://www.necoi.jp/service/ ; https://www.necoi.jp/company_profile/｜監査日=2026-08-12,no,ホテル / 動物病院,,,不動産仲介,no,200,404,https://www.necoi.jp/ / https://www.necoi.jp/service/ / https://www.necoi.jp/company_profile/,likely_not_partner
394,株式会社トリムサービス,https://www.trimm-service.jp/,https://www.trimm-service.jp/contact,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：トリミングサロン運営・業務支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.trimm-service.jp/ ; https://www.trimm-service.jp/business ; https://www.trimm-service.jp/aboutus｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.trimm-service.jp/ / https://www.trimm-service.jp/business / https://www.trimm-service.jp/aboutus,review_insufficient_evidence
395,株式会社Creston Holdings,https://crestonholdings.com/,https://crestonholdings.com/#contact,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：トリミングサロン開業・集客・運営支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=店舗 / サロン / ホテル / スクール / ペットサロン｜受託=sns運用 / ブランディング｜継続支援=明記あり：運用代行 / sns運用｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://crestonholdings.com/ ; https://crestonholdings.com/up_priceper_customer/｜監査日=2026-08-12,yes,店舗 / サロン / ホテル / スクール / ペットサロン,sns運用 / ブランディング,運用代行 / sns運用,不動産仲介 / 内装工事 / 予約システム,yes,200,200,https://crestonholdings.com/ / https://crestonholdings.com/up_priceper_customer/,keep_partner_fit
