sheet_row,company_name,url,contact_url,proposal_class,existing_evidence,classification,reason,official_status,final_url,positive_hits,hub_hits,weak_hits,membership_only,employees_detected,offices_detected,capital_man_detected,listed_signal,national_scale_signal,existing_enterprise_class,existing_enterprise_match,evidence_urls
680,株式会社テスク,https://www.kktisc.co.jp/,https://www.kktisc.co.jp/inquiry/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：小売業向け基幹システム「CHAINS Z」は、スーパーマーケットを中心に業界トップクラスのシェアを誇るパッケージ。バイヤー向け商談管理システム「商談.net」商談業務の効率化と透明化を実現。「リベート管理システム」は、正確な利益確保とコンプ,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.kktisc.co.jp/,,導入事例,販売管理システム / 卸売,no,,,,no,no,,,https://www.kktisc.co.jp/company/ / https://www.kktisc.co.jp/company/message/
681,株式会社ディーグラット,https://www.d-glatt.co.jp/,https://www.d-glatt.co.jp/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：店舗の販売促進、防犯やレジ業務向上をテーマに、業務用POP作成ツールのロングセラー「ROBOPOP」シリーズ、 POS連動カメラシステム「ぽすみる」、セルフPOS用モニタリングシステム「EYES」、売れ行きを即座に把握し迅速な品出しを可能に,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.d-glatt.co.jp/,,,,no,,,,no,no,,,http://www.d-glatt.co.jp/company/
682,データコム株式会社,https://www.datacom.jp/,https://www.datacom.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：小売業において企業戦略やマーケティングなど、あらゆるシーンに必要となるデータ。 そんな大切なデータを各方面から収集し、最大限に活用できるシステムとアイデアを提案。 ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.datacom.jp/,,店舗 / 導入事例,,no,,,,no,no,,,https://www.datacom.jp/about/ / https://www.datacom.jp/4236/news/
683,トマトランド株式会社,https://www.tomatoland.jp/,https://www.tomatoland.jp/contact.html,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：タブレット端末を使ったサービスなどでのタブレット専用スタンドを製造・販売。 ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.tomatoland.jp/,,,,no,,,,no,no,,,https://www.tomatoland.jp/company.html
684,株式会社ナスコー,https://www.nascojp.com/,https://www.nascojp.com,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：POSハード機器、キャッシュドロアーの企画・開発・製造・販売を担う専門プロバイダー ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.nascojp.com/,,,,no,,,,no,no,,,
685,ニューランドAIDCジャパン株式会社,https://www.newlandaidc.com/jp/,https://www.newlandaidc.com/jp/Contact/index.html,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：ニューランドは、POS端末向けスキャナや組込み用OEMスキャンエンジンを強みとするAIDCメーカーです。高速・高精度な読取性能で、有人・セルフレジやキオスクのスムーズな会計を実現。国内サポート体制と優れたコスト競争力で、小売DXを支える。 ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.newlandaidc.com/jp/,,,,no,,,,no,no,,,https://www.newlandaidc.com/jp/Services/index.html / https://www.newlandaidc.com/jp/Services/support.html
686,株式会社ネフロック,https://edge-ocr.com/,https://edge-ocr.com/request-information,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：読み取り速度わずか0.1秒の超ハイスピード・高精度文字読み取り「EdgeOCR」。 ブースでは、賞味期限の管理や入出荷時の検品など、リテール現場のDX化を促進するデモンストレーションを実施する。 スマートフォンやハンディターミナル上で使える,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://edge-ocr.com/,,導入事例,,no,,,,no,no,,,
687,ブリッジ・モーション・トゥモロー株式会社,https://www.bmt.jp/,https://www.bmt.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：■多機能モバイル決済端末Mr.Huntシリーズ すべての決済がこの1台で実現。電子マネー、クレジットカード、QRコードと多種多様な決済に対応した決済端末。 ■多機能組み込み型決済端末 オーダーから決済まで一気通貫の多機能決済端末・セルフレジ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.bmt.jp/,,店舗 / ホテル / 導入事例,,no,,,,no,no,,,https://www.bmt.jp/company/
688,株式会社マジックハット,https://magichat.jp/,https://magichat.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：リテールメディアに必要な、制作〜配信〜成果分析を、今すぐ実現するためのクラウド型基盤。SNSも活用できる米国発最新サイネージCMS「オプティサイン」や、海外の大手小売で実用が先行する視線認識AI「ピーチエーアイ」による広告成果分析ツールを中,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://magichat.jp/,,中小企業 / クライアント / 導入事例,saas,no,,,,no,no,,,https://magichat.jp/company/ / https://magichat.jp/column/1password/1password-business-faq/
689,株式会社リサーチ・アンド・イノベーション,https://r-n-i.jp/,https://r-n-i.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：競合店の購買情報を単品単位で見られるダッシュボード「買いログRetail」をご紹介。 スマートフォンアプリ「CODE」で収集したMAU約30万人の購買データから、「自社利用者の買い回り状況」や、「競合チェーンにおける特定商品の販売価格」等を,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://r-n-i.jp/,,,,no,,,,no,no,,,https://r-n-i.jp/#service / https://r-n-i.jp/#ourbusiness
690,株式会社リチェルカ,https://recerqa.com/,https://recerqa.com/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：非定型書類に特化した圧倒的高精度な次世代AI-OCRである「RECERQA Scan」、商品情報を貯めて外部と繋ぐ、生成AI時代の商品マスタ管理システムである「RECERQA Hub」、受発注・チェックを自動化し、複雑な業務をもっと簡単にす,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://recerqa.com/,,,,no,,,,no,no,,,https://recerqa.com/#services / https://recerqa.com/services/
691,株式会社リンコム,https://www.linkcom.com/miseban/,https://www.linkcom.com/miseban/contact_us/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：リンコムは、チェーンストアDX『店番長』を出展する。店番長は、本部から店舗への業務指示が実行されない課題を解消し、実行力を成果に変えるクラウドサービス。指示の実行状況を本部が定量的に把握し、適切な支援を行うことは店舗の実行力向上を促す。収益,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.linkcom.com/miseban/,,店舗 / ホテル / 多店舗 / 導入事例,,no,,,9800,no,no,,,https://www.linkcom.com/company/overview/ / https://www.linkcom.com/miseban/movie/about_misebancho/
692,ルミーズ株式会社,https://www.remise.co.jp/,https://www.remise.co.jp/form/partnership/index.html,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：完全無人環境で利用できる自動精算機・自動販売機向け組込型マルチ決済「salo-02」やIoT決済プラットフォームを活用したNFCタグ/QRコード決済など、さまざまなシーンで利用できる決済端末や決済サービスをデモンストレーションと共に紹介する,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.remise.co.jp/,,,,no,,,,no,no,,,https://www.remise.co.jp/service/ / https://www.remise.co.jp/service/automatic-pay-machine.html
693,三栄電機株式会社,https://www.sanei-elec.co.jp/,https://www.sanei-elec.co.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：1. インバウンド需要やセルフ機器に対応した、タッチパネル式小型決済端末(無人化・省人化決済対応) 2. キャッシュカードおよびマイナンバーカードの読取りを1 台で実現する、本人認証カードリーダー(改正犯収法対応) 3. 切手と同じ水糊方式,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.sanei-elec.co.jp/,,導入事例,,no,,,,no,no,,,https://www.sanei-elec.co.jp/company/ / https://www.sanei-elec.co.jp/company/topmessage/
694,光商事株式会社,http://led-hikari.co.jp/,http://led-hikari.co.jp/dairiten.html#otoiawasehakotira,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：展示ブース装飾、棚下ライト、テープライトなどのリテール用商材。 ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,http://led-hikari.co.jp/,,,,no,,,,no,no,,,http://led-hikari.co.jp/about_hikarishouji.html
695,北都システム株式会社,https://www.hscnet.co.jp/business/,https://www.hscnet.co.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：本部からの連絡通りに実施しているか不透明。 本部からの返事がなかなか返ってこない・・・。 そんな、店舗と本部のコミュニケーションの相違を 「店舗Linkle」でラクに解決しませんか。 シンプルで分かりやすい機能、 初期費用も0円だから始めや,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.hscnet.co.jp/business/,ブランディング,店舗 / 多店舗,saas / クラウドサービス,no,200,,7000,no,no,,,https://www.hscnet.co.jp/company/ / https://www.hscnet.co.jp/business/
696,有限会社和晃,https://wako-develop.com/,https://wako-develop.com/outline/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：自動販売機に向けてのキャッシュレスソリューションや、地方交通向けのキャッシュレスシステムを展示。 ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://wako-develop.com/,,,,no,24,,300,no,no,,,https://wako-develop.com/summary/
697,昌栄印刷株式会社,https://www.shoei-printing.com/,https://www.shoei-printing.com/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：人の位置、向き、滞在時間、動線をリアルタイムで収集。これにより、施設内での行動傾向を把握し、具体的な改善策を導き出すためのプラットフォームとアプリを展示。 小売店での活用事例の紹介や展示ブースでの実演を予定。 ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.shoei-printing.com/,,,,no,,,,no,no,,,https://www.shoei-printing.com/company-info/ / https://www.shoei-printing.com/company-overview/#sec-message
698,株式会社杏林社,https://bouhan-kyorinsha.com/,https://bouhan-kyorinsha.com/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：万引き対策専門の会社が、変化する万引き手口に対応した新システムを提案します。売場や展示空間の動線、店舗デザインを崩さずに導入でき、従来の防犯ゲートでは対応が難しかった店舗や展示品の保護にも活用可能です。レンタル方式を採用することで初期導入費,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://bouhan-kyorinsha.com/,,店舗 / 小売店 / 導入事例,,no,,,900,no,no,,,https://bouhan-kyorinsha.com/about/ / https://bouhan-kyorinsha.com/about/#company
