_row,company_name,url,fit_state,fit_category,fit_evidence,evidence_urls,action
455,株式会社トリニティ,https://trinity-nk.net,exclude,,,,excluded_service:official_service_unconfirmed
456,株式会社ビジョンアーチ,https://www.visionarch.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://www.visionarch.jp/service,kept_sns
457,株式会社カヤックメガ,https://megacom.jp,exclude,,,,excluded_service:official_service_unconfirmed
458,株式会社ウェブリカ,https://webrica.jp,web,Web制作会社,ホームページ作成 / ECサイト制作 / LP制作,https://webrica.jp/service-02/ | https://webrica.jp/service-01/,appended_sheet1
459,株式会社 Kokuhaku,https://kokuhaku.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
460,株式会社GRAF,https://g-r-a-f.co.jp,marketing,Webマーケティング・広告,Webマーケティング / Web広告,https://g-r-a-f.co.jp/service/,appended_webmarketing
461,株式会社ZiasPromotion,https://www.ziaspromotion.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
462,株式会社ブレーク,https://break.ac,web,Web制作会社,ホームページ制作,https://break.ac/web-desgin-top.html,appended_sheet1
463,株式会社シーキューブデザイン,https://c3dinc.com,web,Web制作会社,Webサイト制作 / Web制作 / ウェブサイト制作,https://c3dinc.com/service/ | https://c3dinc.com/works-2/,appended_sheet1
464,株式会社みらいーの,https://miraiino.co.jp,web,Web制作会社,Webサイト制作 / Web制作 / ホームページ制作,https://miraiino.co.jp/service/web.html | https://miraiino.co.jp/ | https://miraiino.co.jp/service/cloudsecurity.html,appended_sheet1
465,株式会社cotoLi,https://cotoliwmo.com,web,Web制作会社,Web制作 / ホームページ制作,https://cotoliwmo.com/web-media/,appended_sheet1
466,株式会社AOI,https://www.aoi-pro.com,exclude,,,,excluded_service:official_service_unconfirmed
467,株式会社アースコーポレーション,https://earth-corporation.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
468,有限会社サクセス,https://sakusesu.co.jp,web,Web制作会社,ホームページ制作 / Web制作 / サイトリニューアル,https://sakusesu.co.jp/web_contents_design/ | https://sakusesu.co.jp/web_production/,appended_sheet1
469,株式会社コムメディア,https://commedia-net.com,web,Web制作会社,Web制作 / ホームページ制作,https://commedia-net.com/service/ | https://commedia-net.com/,appended_sheet1
470,株式会社ANEW,https://anewinc.co.jp,marketing,Webマーケティング・広告,Webマーケティング / 広告運用代行,https://anewinc.co.jp/service/ | https://anewinc.co.jp/service_consult/,appended_webmarketing
471,株式会社アスタイム,https://asutime.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
472,株式会社ソリューションセンター,https://solutioncenter.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
473,株式会社Funwacca,https://funwacca.net,marketing,Webマーケティング・広告,集客支援,https://funwacca.net/business/business-attracting/,appended_webmarketing
474,株式会社ネットシステム,https://www.netsystem.jp,web,Web制作会社,Web制作,https://www.netsystem.jp/,appended_sheet1
475,株式会社オロパス,https://www.pascaljp.com,exclude,,,,excluded_service:official_service_unconfirmed
476,アヤベックス株式会社,https://ayabex.com,exclude,,,,excluded_service:official_service_unconfirmed
477,株式会社ファンダフル,https://funderfull.co.jp,sns,SNS運用・SNS広告,SNS運用 / SNS広告運用 / SNS広告,https://funderfull.co.jp/creative,kept_sns
478,株式会社benefic,https://benefic-it.com,web,Web制作会社,ホームページ制作,https://benefic-it.com/website/,appended_sheet1
479,株式会社A.M.Y.クリエイティブ,https://amy-creative.co.jp,marketing,Webマーケティング・広告,Webマーケティング,https://amy-creative.co.jp/web/,appended_webmarketing
480,株式会社イントゥ,https://in2jp.com,exclude,,,,excluded_service:official_service_unconfirmed
481,株式会社Hyatt,https://hyatt-japan.com,exclude,,,,excluded_service:official_service_unconfirmed
482,株式会社フィールドイースト,https://fieldeast.com,web,Web制作会社,ホームページ制作 / ホームページ作成,https://fieldeast.com/service/example.html | https://fieldeast.com/,appended_sheet1
483,株式会社マスターライフ,https://www.masterlife.jp,web,Web制作会社,Webサイト制作 / ウェブサイト制作,https://www.masterlife.jp/website/,appended_sheet1
484,がばいAIコンサルティング株式会社,https://gabai-ai.com,sns,SNS運用・SNS広告,SNSマーケティング,https://gabai-ai.com/service/,kept_sns
485,マジカルハンド株式会社,https://www.magicalhand.co.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://www.magicalhand.co.jp/?page_id=13,kept_sns
486,合同会社b-style,https://b-style-inc.jp,exclude,,,,excluded_service:official_service_unconfirmed
487,オアード株式会社,https://oaad-creation.jp,sns,SNS運用・SNS広告,Instagram運用,https://oaad-creation.jp/,kept_sns
488,合同会社 ふくしまRISE,https://www.fukushima-rise.jp,exclude,,,,excluded_service:official_service_unconfirmed
489,株式会社メノビル,https://menobiru.com,web,Web制作会社,ホームページ制作 / Webサイト制作 / LP制作,https://menobiru.com/services/homepage/ | https://menobiru.com/,appended_sheet1
490,株式会社いただき,https://itadaki.co.jp,web,Web制作会社,ホームページ制作 / Webサイト制作 / Web制作,https://itadaki.co.jp/service/ | https://itadaki.co.jp/service/website-creation/,appended_sheet1
491,株式会社TrustLead,https://trust-lead.com,sns,SNS運用・SNS広告,SNS運用 / Instagram運用 / TikTok運用,https://trust-lead.com/sns,kept_sns
492,株式会社ctow,https://ctow.co.jp,web,Web制作会社,Webサイト制作 / Web制作 / コーポレートサイト制作,https://ctow.co.jp/service,appended_sheet1
493,株式会社grits,https://medical-grits.jp,web,Web制作会社,Webサイト制作 / ホームページ制作 / ホームページ作成,https://medical-grits.jp/lp/ | https://medical-grits.jp/,excluded_reference:company_name
494,株式会社 獅子,https://shishi-w.com,sns,SNS運用・SNS広告,SNS運用 / SNS広告,https://shishi-w.com/service/marketing/ | https://shishi-w.com/service/branding/,kept_sns
495,株式会社ユウスタイル,https://ibaraki-yorozu.com,web,Web制作会社,ホームページ制作,https://ibaraki-yorozu.com/,appended_sheet1
496,株式会社EXIDEA,https://cine-mato.com,marketing,Webマーケティング・広告,デジタルマーケティング / Web広告 / SEO対策,https://cine-mato.com/service/service-promotional-videos/ | https://cine-mato.com/service/,appended_webmarketing
497,株式会社インフォデザイン,https://info-de.co.jp,web,Web制作会社,Webサイト制作,https://info-de.co.jp/service/website_creation.html,already_in_sheet1:company_name
498,株式会社グッドラフ,https://goodlaugh.co.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNS広告,https://goodlaugh.co.jp/lp/hozyokin/ | https://goodlaugh.co.jp/lp/saiyou/,kept_sns
499,株式会社ユウキノイン,https://yuhkinoine.com,web,Web制作会社,ホームページ制作 / Web制作,https://yuhkinoine.com/business/,appended_sheet1
500,株式会社 Fourglobe,https://www.fourglobe.co.jp,sns,SNS運用・SNS広告,SNS運用支援 / SNS運用,https://www.fourglobe.co.jp/offering/advertising_sns/,kept_sns
501,株式会社FW,https://fw-one.jp,marketing,Webマーケティング・広告,広告代理店 / デジタルマーケティング,https://fw-one.jp/,appended_webmarketing
502,株式会社Valusync,https://valusync.co.jp,sns,SNS運用・SNS広告,SNS運用 / SNSマーケティング / Instagram運用,https://valusync.co.jp/service/marketing/,kept_sns
503,合同会社 経営のための創造社,https://keisosha.co.jp,web,Web制作会社,Webサイト制作 / サイトリニューアル,https://keisosha.co.jp/service/,appended_sheet1
504,株式会社World,https://worldscene-inc.jp,marketing,Webマーケティング・広告,マーケティング支援,https://worldscene-inc.jp/service/company-produce/%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E6%94%AF%E6%8F%B4/,appended_webmarketing
505,EC・ヴィレッジ株式会社,http://ec-v.jp,web,Web制作会社,ECサイト制作,http://ec-v.jp/service,appended_sheet1
506,アライドアーキテクツ株式会社,https://www.aainc.co.jp,sns,SNS運用・SNS広告,SNSアカウント運用 / SNS広告運用 / SNS広告,https://www.aainc.co.jp/services/,excluded_reference:company_name+domain
507,合同会社ウェブタン,https://www.web-tan.jp,web,Web制作会社,ホームページ制作 / LP制作 / Webサイト制作,https://www.web-tan.jp/service/website/ | https://www.web-tan.jp/service/ | https://www.web-tan.jp/,appended_sheet1
508,株式会社コプロシステム,https://www.coprosystem.co.jp,marketing,Webマーケティング・広告,デジタルマーケティング / マーケティング支援 / 広告代理店,https://www.coprosystem.co.jp/solution/accomodation | https://www.coprosystem.co.jp/solution,appended_webmarketing
509,株式会社アイティベル,https://it-bell.com,marketing,Webマーケティング・広告,マーケティング支援 / デジタルマーケティング / Web広告,https://it-bell.com/ | https://it-bell.com/services/writing-service/ | https://it-bell.com/services/,appended_webmarketing
510,株式会社レルモ,https://lermo.co.jp,sns,SNS運用・SNS広告,SNSマーケティング / SNS広告,https://lermo.co.jp/service/digital-marketing/ | https://lermo.co.jp/service/,kept_sns
511,株式会社ガラパゴス,https://airdesign.ai,marketing,Webマーケティング・広告,Web広告 / 広告代理店,https://airdesign.ai/industry/service/,appended_webmarketing
512,株式会社Milestone,https://milestone-net.com,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://milestone-net.com/service/,kept_sns
513,株式会社Shinker,https://shizuoka-hp.jp,web,Web制作会社,ホームページ制作 / Web制作 / コーポレートサイト制作,https://shizuoka-hp.jp/service/,appended_sheet1
514,株式会社4C,https://4cs-ad.co.jp,web,Web制作会社,Web制作 / LP制作 / ウェブサイト制作,https://4cs-ad.co.jp/business-partner/,appended_sheet1
515,株式会社a-live,https://a-live-design.com,web,Web制作会社,LP制作 / ホームページ制作,https://a-live-design.com/service/creative/,appended_sheet1
516,株式会社コレリーアンドアトラクト,https://test.collely-at.com,web,Web制作会社,ウェブサイト制作 / Webサイト制作 / ウェブ制作,https://test.collely-at.com/service/ | https://test.collely-at.com/service/consulting/ | https://test.collely-at.com/,appended_sheet1
517,株式会社 https,https://lisgram.com,web,Web制作会社,Webサイト制作 / Web制作 / サイトリニューアル,https://lisgram.com/business/homepage/ | https://lisgram.com/service/,appended_sheet1
518,株式会社 AT-MARK,https://atmarkconsul.com,sns,SNS運用・SNS広告,SNSマーケティング / SNS運用,https://atmarkconsul.com/web/3738 | https://atmarkconsul.com/web-marketing,kept_sns
519,株式会社 Rise,https://www.riseagency.co.jp,sns,SNS運用・SNS広告,SNS運用 / SNS広告,https://www.riseagency.co.jp/service/juku_marketing/ | https://www.riseagency.co.jp/service/,kept_sns
520,株式会社LUCRIS,https://lucris.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://lucris.jp/sns-lp/,kept_sns
521,株式会社トモシビ,https://tomo-shibi.co.jp,marketing,Webマーケティング・広告,Webマーケティング / デジタルマーケティング / Web広告,https://tomo-shibi.co.jp/service/analytics-setup/ | https://tomo-shibi.co.jp/service/seo-marketing/ | https://tomo-shibi.co.jp/service/ad_agency/,appended_webmarketing
522,株式会社デキューブ,https://de-cube.co.jp,marketing,Webマーケティング・広告,Webマーケティング / マーケティング支援 / Web広告運用,https://de-cube.co.jp/service/ | https://de-cube.co.jp/service/webchallenge/,appended_webmarketing
523,株式会社ノブレス,https://nobles.co.jp,web,Web制作会社,ホームページ制作 / ホームページ作成 / LP制作,https://nobles.co.jp/homepage/,appended_sheet1
524,ワイワイメディアジャパン株式会社,https://ywaimedia.com,marketing,Webマーケティング・広告,Web広告 / リスティング広告 / 集客支援,https://ywaimedia.com/ | https://ywaimedia.com/service,appended_webmarketing
525,株式会社Essence,https://www.essence-enrich.jp,exclude,,,,excluded_service:official_service_unconfirmed
526,アザーズ株式会社,https://www.fragrance-others.com,marketing,Webマーケティング・広告,集客支援,https://www.fragrance-others.com/,appended_webmarketing
